,1800,0,0,0,0,0,0,0,0
,,,,,A_BM (%),,,,
,,,,,,,,,
========== Fault Snap Shot Data ==========,,,,,,,,,
DTC 299: Boost Pressure Overboost,,,,,,,,,
Fault did not occur during this key cycle,,,,,,,,,
Fault caused an engine shutdown,,,,,,,,,
Starts since fault was active:  0,,,,,,,,,
Occurrence count: 1,,,,,,,,,
Initial occurrence: 11.34 eng hours,,,,,,,,,
Last occurrence: 11.34 eng hours,,,,,,,,,
Went previously active: 0 eng hours,,,,,,,,,
MIL countdown: 0 cycles,,,,,,,,,
,,,,,,,,,
rpm,1798,,,,,,,,
BP,14.1992,,,,,,,,
Vbat,27.4961,,,,,,,,
EGO1_volts,0,,,,,,,,
EGO2_volts,0.0666504,,,,,,,,
TPS_pct,28.9841,,,,,,,,
CL_BM1,34.9945,,,,,,,,
A_BM1,8.86536,,,,,,,,
run_tmr_sec,710,,,,,,,,
Phi_UEGO,0.983459,,,,,,,,
rMAP,9.79297,,,,,,,,
rECT,176.406,,,,,,,,
rIAT,88.2812,,,,,,,,
OILP_press,87.5664,,,,,,,,
MJ_P_act,0,,,,,,,,
MJ_P_cmd,0,,,,,,,,
fuel_type_u16,2,,,,,,,,
HM_hours,11.4,,,,,,,,
spk_adv,21.25,,,,,,,,
FPP_pct,0,,,,,,,,
fuel_ctl_mode,0,,,,,,,,
FPin,0,,,,,,,,
TIP,24.9258,,,,,,,,
RS_speed,0,,,,,,,,
rpmd_gov,1310,,,,,,,,
VE5a_FB_raw,4.54335,,,,,,,,
